measurement_date,upstream_water_level,downstream_water_level,inflow_rate,outflow_rate
'2019 Sep 11',147.63,65.39,20800.00,10700.00
'2019 Sep 12',149.17,65.27,28000.00,16500.00
'2019 Sep 13',151.33,66.40,22500.00,12800.00
'2019 Sep 14',152.60,66.28,22500.00,12500.00
'2019 Sep 15',154.24,65.51,30800.00,15100.00
'2019 Sep 16',156.57,66.91,39800.00,19300.00
'2019 Sep 17',158.85,67.62,33500.00,32300.00
'2019 Sep 18',160.07,67.47,24500.00,22900.00
'2019 Sep 19',160.24,67.25,21000.00,22800.00
'2019 Sep 20',160.42,67.51,20500.00,22800.00
'2019 Sep 21',160.55,67.22,18500.00,20500.00
'2019 Sep 22',160.49,67.35,18500.00,20500.00
'2019 Sep 23',160.55,67.32,19000.00,20600.00
'2019 Sep 24',160.81,67.29,19000.00,19700.00
'2019 Sep 25',161.05,65.79,19000.00,18700.00
'2019 Sep 26',161.27,65.55,19000.00,18600.00
'2019 Sep 27',161.71,65.60,18500.00,17000.00
'2019 Sep 28',162.02,65.32,17000.00,17200.00
'2019 Sep 29',162.65,65.19,19000.00,15000.00
'2019 Sep 30',163.31,65.46,18800.00,15600.00
'2019 Oct 01',164.11,66.35,17000.00,12300.00
'2019 Oct 02',164.63,66.48,14500.00,12200.00
'2019 Oct 03',164.57,66.11,13000.00,15600.00
'2019 Oct 04',164.65,64.68,13000.00,12100.00
'2019 Oct 05',164.24,66.32,18000.00,17600.00
'2019 Oct 06',164.72,65.12,22000.00,17300.00
'2019 Oct 07',165.46,65.68,22000.00,17300.00
'2019 Oct 08',166.38,65.59,25500.00,17100.00
'2019 Oct 09',167.49,65.59,22500.00,16800.00
'2019 Oct 10',168.09,65.41,20000.00,16700.00
'2019 Oct 11',168.31,65.13,18500.00,17300.00
'2019 Oct 12',168.77,65.50,19000.00,17300.00
'2019 Oct 13',168.97,65.16,17000.00,17200.00
'2019 Oct 14',168.96,65.65,16000.00,17200.00
'2019 Oct 15',168.88,65.23,14300.00,17200.00
'2019 Oct 16',168.96,65.69,17200.00,17300.00
'2019 Oct 17',169.31,65.95,17000.00,16000.00
'2019 Oct 18',169.84,65.96,18500.00,16400.00
'2019 Oct 19',170.28,65.15,16000.00,15100.00
'2019 Oct 20',170.28,65.46,15800.00,15200.00
'2019 Oct 21',170.87,65.76,16000.00,15200.00
'2019 Oct 22',171.42,65.69,20000.00,15100.00
'2019 Oct 23',172.07,65.76,17000.00,15000.00
'2019 Oct 24',172.72,65.59,18500.00,14900.00
'2019 Oct 25',173.30,65.35,17500.00,14800.00
'2019 Oct 26',173.53,64.91,17200.00,15900.00
'2019 Oct 27',173.96,64.99,19500.00,15800.00
'2019 Oct 28',174.43,64.84,19400.00,16400.00
'2019 Oct 29',174.63,64.71,18300.00,16300.00
'2019 Oct 30',174.74,64.94,17700.00,16500.00
'2019 Oct 31',174.79,64.88,16000.00,16500.00
'2019 Nov 01',174.75,64.92,15500.00,16500.00
'2019 Nov 02',174.71,65.01,14500.00,16500.00
'2019 Nov 03',174.11,64.86,13000.00,16500.00
'2019 Nov 04',174.19,64.85,12800.00,16600.00
'2019 Nov 05',174.13,64.79,12700.00,15400.00
'2019 Nov 06',174.20,64.79,12700.00,14800.00
'2019 Nov 07',174.22,64.87,12700.00,14800.00
'2019 Nov 08',174.20,65.12,15500.00,14800.00
'2019 Nov 09',174.27,64.97,12000.00,13600.00
'2019 Nov 10',174.28,64.81,11000.00,13600.00
'2019 Nov 11',174.02,65.33,11000.00,14900.00
'2019 Nov 12',173.92,65.44,10000.00,13700.00
'2019 Nov 13',173.79,65.19,10000.00,12500.00
'2019 Nov 14',173.82,64.95,10000.00,11900.00
'2019 Nov 15',174.05,64.41,9750.00,9900.00
'2019 Nov 16',174.15,64.54,9500.00,9920.00
'2019 Nov 17',174.24,64.86,9500.00,9910.00
'2019 Nov 18',174.31,64.96,9600.00,9920.00
'2019 Nov 19',174.35,65.12,9200.00,10600.00
'2019 Nov 20',174.43,65.31,8500.00,10600.00
'2019 Nov 21',174.40,65.12,7500.00,9800.00
'2019 Nov 22',174.28,65.44,7000.00,9850.00
'2019 Nov 23',174.15,65.12,6700.00,9830.00
'2019 Nov 24',173.88,64.87,6500.00,9840.00
'2019 Nov 25',173.83,65.03,7400.00,9860.00
'2019 Nov 26',173.97,64.49,7500.00,7540.00
'2019 Nov 27',174.24,64.86,7400.00,7070.00
'2019 Nov 28',174.24,66.02,7100.00,7070.00
'2019 Nov 29',174.34,65.99,7300.00,7690.00
'2019 Nov 30',174.48,65.85,6700.00,7660.00
'2019 Dec 01',174.60,65.74,6900.00,8260.00
'2019 Dec 02',174.56,65.79,7000.00,8260.00
'2019 Dec 03',174.62,65.65,7200.00,8860.00
'2019 Dec 04',174.67,65.68,7700.00,8860.00
'2019 Dec 05',174.70,65.01,7600.00,8810.00
'2019 Dec 06',174.66,65.17,7600.00,9440.00
'2019 Dec 07',174.65,65.40,7500.00,9450.00
'2019 Dec 08',174.62,65.56,7300.00,9460.00
'2019 Dec 09',174.58,65.23,7300.00,9450.00
'2019 Dec 10',174.57,65.58,7300.00,9450.00
'2019 Dec 11',174.46,65.12,7300.00,9450.00
'2019 Dec 12',174.37,65.32,7100.00,9480.00
'2019 Dec 13',174.29,65.66,6900.00,9500.00
'2019 Dec 14',173.23,65.28,6900.00,8260.00
'2019 Dec 15',174.26,65.34,6700.00,7660.00
'2019 Dec 16',174.27,65.20,6700.00,8260.00
'2019 Dec 17',174.25,65.05,6800.00,8260.00
'2019 Dec 18',174.26,65.02,7000.00,8250.00
'2019 Dec 19',174.24,64.93,7000.00,8210.00
'2019 Dec 20',174.23,65.04,7000.00,8260.00
'2019 Dec 21',174.33,65.05,7000.00,7630.00
'2019 Dec 22',174.38,65.12,7000.00,7640.00
'2019 Dec 23',174.36,65.22,7000.00,8250.00
'2019 Dec 24',174.32,65.73,6900.00,8250.00
'2019 Dec 25',174.30,65.82,6500.00,8320.00
'2019 Dec 26',174.33,65.93,6500.00,8320.00
'2019 Dec 27',174.33,65.86,6500.00,8310.00
'2019 Dec 28',174.29,65.77,6800.00,8300.00
'2019 Dec 29',174.32,65.70,6700.00,8290.00
'2019 Dec 30',174.26,65.50,6900.00,8290.00
'2019 Dec 31',174.07,65.52,6700.00,10100.00
'2020 Jan 01',174.00,65.57,6700.00,9520.00
'2020 Jan 02',173.86,65.87,6500.00,10200.00
'2020 Jan 03',173.69,65.52,6000.00,10200.00
'2020 Jan 04',173.43,65.33,5900.00,9570.00
'2020 Jan 05',173.23,65.24,5600.00,9520.00
'2020 Jan 06',172.98,65.83,5500.00,10900.00
'2020 Jan 07',172.78,65.27,5600.00,10800.00
'2020 Jan 08',172.34,65.44,5600.00,10900.00
'2020 Jan 09',172.43,65.69,6800.00,10900.00
'2020 Jan 10',172.32,65.11,6800.00,10900.00
'2020 Jan 11',172.21,65.62,6800.00,10900.00
'2020 Jan 12',171.91,65.36,6600.00,10900.00
'2020 Jan 13',171.76,65.17,6200.00,10900.00
'2020 Jan 14',171.51,65.76,6300.00,11000.00
'2020 Jan 15',171.34,65.34,6200.00,11000.00
'2020 Jan 16',171.12,65.98,6200.00,11100.00
'2020 Jan 17',170.94,65.91,6000.00,11100.00
'2020 Jan 18',170.72,65.66,6000.00,11100.00
'2020 Jan 19',170.42,65.47,5500.00,11100.00
'2020 Jan 20',170.27,65.05,5600.00,9170.00
'2020 Jan 21',170.13,64.59,5400.00,8510.00
'2020 Jan 22',169.97,64.69,5400.00,8540.00
'2020 Jan 23',169.79,65.47,5000.00,8590.00
'2020 Jan 24',169.58,65.96,5000.00,10600.00
'2020 Jan 25',169.45,65.83,4800.00,9910.00
'2020 Jan 26',169.32,65.38,5500.00,9900.00
'2020 Jan 27',169.22,65.82,5500.00,9950.00
'2020 Jan 28',169.15,64.98,5500.00,9970.00
'2020 Jan 29',169.04,65.96,5500.00,9970.00
'2020 Jan 30',168.92,65.98,5500.00,9980.00
'2020 Jan 31',168.81,65.34,5800.00,9930.00
'2020 Feb 01',168.62,66.01,5700.00,10000.00
'2020 Feb 02',168.52,65.61,5900.00,10800.00
'2020 Feb 03',168.44,65.43,5800.00,9960.00
'2020 Feb 04',168.28,65.93,5800.00,10000.00
'2020 Feb 05',168.07,65.81,5800.00,10000.00
'2020 Feb 06',167.95,65.76,5800.00,10000.00
'2020 Feb 07',167.82,65.65,5800.00,10100.00
'2020 Feb 08',167.71,65.65,5800.00,10100.00
'2020 Feb 09',167.73,65.82,5800.00,10100.00
'2020 Feb 10',167.57,65.77,5800.00,10100.00
'2020 Feb 11',167.50,65.57,5800.00,10100.00
'2020 Feb 12',167.43,65.59,5800.00,10100.00
'2020 Feb 13',167.36,65.71,6000.00,10100.00
'2020 Feb 14',167.44,65.75,6000.00,10100.00
'2020 Feb 15',167.14,65.65,6000.00,10100.00
'2020 Feb 16',167.09,65.83,6000.00,10100.00
'2020 Feb 17',167.05,65.80,6000.00,10700.00
'2020 Feb 18',167.14,65.56,6000.00,10000.00
'2020 Feb 19',167.22,65.60,7300.00,10000.00
'2020 Feb 20',167.30,65.67,7300.00,10000.00
'2020 Feb 21',167.38,65.67,7000.00,10000.00
'2020 Feb 22',167.54,65.31,8000.00,9970.00
'2020 Feb 23',167.68,65.21,8100.00,9960.00
'2020 Feb 24',167.70,65.81,8000.00,10700.00
'2020 Feb 25',167.61,65.40,7500.00,10700.00
'2020 Feb 26',167.52,65.19,7700.00,10700.00
'2020 Feb 27',167.32,65.49,8000.00,11400.00
'2020 Feb 28',167.38,65.45,8300.00,11400.00
'2020 Feb 29',167.33,65.25,7800.00,11400.00
'2020 Mar 01',167.18,65.26,7500.00,11400.00
'2020 Mar 02',167.07,65.70,7500.00,11400.00
'2020 Mar 03',167.08,65.40,7700.00,11400.00
'2020 Mar 04',167.07,65.40,8000.00,11400.00
'2020 Mar 05',167.00,65.57,8000.00,11400.00
'2020 Mar 06',167.00,65.54,8000.00,11400.00
'2020 Mar 07',167.82,65.65,8000.00,10400.00
'2020 Mar 08',166.82,65.56,8000.00,10500.00
'2020 Mar 09',166.80,65.11,8000.00,10400.00
'2020 Mar 10',166.69,65.12,8000.00,12000.00
'2020 Mar 11',166.51,65.77,8000.00,12100.00
'2020 Mar 12',166.38,65.17,8000.00,12000.00
'2020 Mar 13',166.23,65.91,8000.00,12200.00
'2020 Mar 14',166.20,65.72,8000.00,12100.00
'2020 Mar 15',166.14,65.21,8500.00,12100.00
'2020 Mar 16',165.96,65.27,8500.00,12100.00
'2020 Mar 17',165.91,64.88,8500.00,12100.00
'2020 Mar 18',165.73,65.04,8400.00,12100.00
'2020 Mar 19',165.57,64.92,8400.00,12100.00
'2020 Mar 20',165.40,64.85,8300.00,12100.00
'2020 Mar 21',165.27,64.86,8500.00,11500.00
'2020 Mar 22',164.99,64.79,7800.00,11500.00
'2020 Mar 23',164.81,64.84,7800.00,11600.00
'2020 Mar 24',164.62,64.70,7800.00,11600.00
'2020 Mar 25',164.42,64.91,7800.00,11600.00
'2020 Mar 26',164.29,65.07,8400.00,11700.00
'2020 Mar 27',164.28,64.92,10000.00,11600.00
'2020 Mar 28',164.41,64.98,10000.00,11600.00
'2020 Mar 29',164.53,64.57,9600.00,11600.00
'2020 Mar 30',164.59,64.63,9600.00,11600.00
'2020 Mar 31',164.59,64.64,9500.00,11600.00
'2020 Apr 01',164.58,64.94,9500.00,11600.00
'2020 Apr 02',164.62,64.98,10000.00,11600.00
'2020 Apr 03',164.65,64.91,9700.00,11600.00
'2020 Apr 04',164.74,64.49,9000.00,9190.00
'2020 Apr 05',164.63,65.00,8800.00,11600.00
'2020 Apr 06',164.48,65.13,8000.00,11700.00
'2020 Apr 07',164.37,64.91,8100.00,11600.00
'2020 Apr 08',164.15,64.53,8000.00,11600.00
'2020 Apr 09',163.84,64.58,8000.00,12300.00
'2020 Apr 10',163.97,64.69,7400.00,12300.00
'2020 Apr 11',163.21,64.67,6900.00,12400.00
'2020 Apr 12',162.84,64.69,6600.00,12400.00
'2020 Apr 13',162.40,64.69,6600.00,12400.00
'2020 Apr 14',161.98,65.11,6400.00,11900.00
'2020 Apr 15',161.49,64.87,6400.00,11900.00
'2020 Apr 16',161.07,64.85,6300.00,12000.00
'2020 Apr 17',160.55,65.19,6500.00,12100.00
'2020 Apr 18',160.14,64.74,7000.00,12100.00
'2020 Apr 19',159.80,64.89,7200.00,12100.00
'2020 Apr 20',159.43,65.28,7200.00,12200.00
'2020 Apr 21',159.08,65.12,7800.00,12300.00
'2020 Apr 22',158.90,64.83,8000.00,12300.00
'2020 Apr 23',158.78,64.68,8000.00,12200.00
'2020 Apr 24',158.70,65.00,8900.00,12300.00
'2020 Apr 25',158.72,65.11,10000.00,11600.00
'2020 Apr 26',158.66,64.91,8500.00,11600.00
'2020 Apr 27',158.44,64.79,8500.00,12300.00
'2020 Apr 28',158.17,65.16,8200.00,12400.00
'2020 Apr 29',157.86,64.98,7500.00,12400.00
'2020 Apr 30',157.48,64.86,7500.00,12500.00
'2020 May 01',157.45,64.46,7000.00,7760.00
'2020 May 02',157.15,65.03,6800.00,9940.00
'2020 May 03',156.87,65.02,6400.00,9980.00
'2020 May 04',156.71,64.87,6600.00,9970.00
'2020 May 05',156.36,65.04,6500.00,10000.00
'2020 May 06',155.93,65.17,7000.00,12700.00
'2020 May 07',155.34,65.01,6800.00,12800.00
'2020 May 08',155.03,65.17,7000.00,12200.00
'2020 May 09',155.03,65.17,7000.00,12200.00
'2020 May 10',155.42,64.77,7200.00,11500.00
'2020 May 11',153.99,65.22,6700.00,11600.00
'2020 May 12',153.46,64.72,6700.00,11700.00
'2020 May 13',153.28,65.27,6700.00,8370.00
'2020 May 14',152.84,64.95,7800.00,11000.00
'2020 May 15',152.67,64.99,8100.00,11100.00
'2020 May 16',152.57,65.25,8100.00,11200.00
'2020 May 17',152.56,65.04,8600.00,11200.00
'2020 May 18',152.48,65.20,8900.00,11200.00
'2020 May 19',152.31,65.27,8600.00,12000.00
'2020 May 20',151.97,65.19,9500.00,13500.00
'2020 May 21',151.62,64.78,8700.00,14200.00
'2020 May 22',151.43,64.93,9000.00,13500.00
'2020 May 23',151.66,64.45,9600.00,8110.00
'2020 May 24',151.79,64.99,9800.00,8110.00
'2020 May 25',151.70,65.38,9500.00,9970.00
'2020 May 26',151.50,64.89,9700.00,11400.00
'2020 May 27',151.24,64.48,9500.00,12800.00
'2020 May 28',150.58,65.48,9700.00,14600.00
'2020 May 29',150.34,65.44,11000.00,14700.00
'2020 May 30',150.18,65.61,10700.00,14800.00
'2020 May 31',150.06,65.24,10300.00,11900.00
'2020 Jun 01',149.40,65.29,10200.00,14900.00
'2020 Jun 02',148.83,64.82,11500.00,16500.00
'2020 Jun 03',148.46,65.08,13600.00,16700.00
'2020 Jun 04',148.01,65.17,13000.00,18100.00
'2020 Jun 05',147.29,65.28,12800.00,18400.00
'2020 Jun 06',146.88,65.33,13200.00,15900.00
'2020 Jun 07',145.85,66.03,13100.00,19100.00
'2020 Jun 08',145.07,65.29,11000.00,15200.00
'2020 Jun 09',145.20,65.11,12000.00,12500.00
'2020 Jun 10',145.21,64.43,12000.00,13600.00
'2020 Jun 11',145.19,64.90,12800.00,15200.00
'2020 Jun 12',146.03,65.53,19000.00,18300.00
'2020 Jun 13',145.84,65.50,16000.00,18500.00
'2020 Jun 14',146.60,66.41,17500.00,15300.00
'2020 Jun 15',146.13,67.32,17200.00,23600.00
'2020 Jun 16',145.72,66.59,15500.00,21700.00
'2020 Jun 17',145.99,65.27,18500.00,17600.00
'2020 Jun 18',145.05,67.99,22000.00,26200.00
'2020 Jun 19',145.25,67.54,26000.00,25000.00
'2020 Jun 20',145.33,67.22,24500.00,24200.00
'2020 Jun 21',145.60,68.74,33000.00,31600.00
'2020 Jun 22',146.40,68.80,34500.00,31100.00
'2020 Jun 23',147.21,68.84,32000.00,31000.00
'2020 Jun 24',147.29,68.80,27000.00,30700.00
'2020 Jun 25',146.12,67.42,22500.00,29800.00
'2020 Jun 26',145.91,68.03,20500.00,26400.00
'2020 Jun 27',145.99,67.36,20000.00,20900.00
'2020 Jun 28',146.81,68.64,40000.00,30400.00
'2020 Jun 29',147.60,69.12,33000.00,34100.00
'2020 Jun 30',147.14,69.14,29000.00,34700.00
'2020 Jul 01',146.34,69.13,33000.00,34100.00
'2020 Jul 02',147.61,69.53,50000.00,35700.00
'2020 Jul 03',149.31,69.18,34000.00,35400.00
'2020 Jul 04',149.08,69.25,30000.00,35200.00
'2020 Jul 05',149.23,69.20,35100.00,37200.00
'2020 Jul 06',148.56,69.34,34500.00,35700.00
'2020 Jul 07',148.96,68.54,30000.00,31700.00
'2020 Jul 08',149.42,68.31,33000.00,31400.00
'2020 Jul 09',149.74,67.70,27000.00,27500.00
'2020 Jul 10',149.99,67.78,22000.00,24600.00
'2020 Jul 11',150.50,67.28,26000.00,19000.00
'2020 Jul 12',152.06,67.05,35000.00,18800.00
'2020 Jul 13',154.35,66.82,34000.00,18900.00
'2020 Jul 14',155.53,67.84,32500.00,23900.00
'2020 Jul 15',155.80,68.58,30000.00,29000.00
'2020 Jul 16',156.24,68.96,48000.00,30800.00
'2020 Jul 17',158.45,69.00,59000.00,31700.00
'2020 Jul 18',161.97,69.76,61000.00,35900.00
'2020 Jul 19',163.88,70.65,53000.00,40100.00
'2020 Jul 20',164.41,70.61,35800.00,39900.00
'2020 Jul 21',163.22,70.62,29000.00,40200.00
'2020 Jul 22',162.32,70.67,30000.00,41000.00
'2020 Jul 23',160.57,71.07,31500.00,43100.00
'2020 Jul 24',158.89,70.88,38000.00,41700.00
'2020 Jul 25',158.77,70.12,36600.00,37600.00
'2020 Jul 26',159.46,70.20,50000.00,37500.00
'2020 Jul 27',160.95,70.20,60000.00,38000.00
'2020 Jul 28',163.10,70.54,43500.00,40300.00
'2020 Jul 29',163.18,70.53,32500.00,40200.00
'2020 Jul 30',162.40,70.55,28200.00,40400.00
'2020 Jul 31',161.15,69.82,32900.00,38600.00
'2020 Aug 01',161.22,69.06,38000.00,34500.00
'2020 Aug 02',160.75,70.05,36000.00,38800.00
'2020 Aug 03',161.02,69.50,34800.00,34700.00
'2020 Aug 04',160.91,69.56,30500.00,34800.00
'2020 Aug 05',160.33,69.27,26500.00,33300.00
'2020 Aug 06',159.57,69.35,27000.00,33400.00
'2020 Aug 07',158.96,69.00,26000.00,31500.00
'2020 Aug 08',158.42,69.00,28000.00,31600.00
'2020 Aug 09',157.84,69.08,31500.00,31900.00
'2020 Aug 10',157.74,69.12,30500.00,32000.00
'2020 Aug 11',157.16,69.34,24500.00,32300.00
'2020 Aug 12',155.40,69.95,26000.00,37400.00
'2020 Aug 13',153.90,70.15,35500.00,39600.00
'2020 Aug 14',153.26,70.73,39000.00,41600.00
'2020 Aug 15',155.60,70.54,53000.00,40900.00
'2020 Aug 16',157.13,70.97,47500.00,42500.00
'2020 Aug 17',157.71,71.17,51000.00,44200.00
'2020 Aug 18',158.39,71.89,64000.00,48000.00
'2020 Aug 19',160.50,71.95,73800.00,47700.00
'2020 Aug 20',163.63,71.89,74500.00,48800.00
'2020 Aug 21',167.04,71.80,59000.00,48200.00
'2020 Aug 22',167.41,71.71,37000.00,47700.00
'2020 Aug 23',166.14,71.81,35000.00,47900.00
'2020 Aug 24',164.69,71.83,35000.00,48200.00
'2020 Aug 25',163.58,71.15,37000.00,44300.00
'2020 Aug 26',163.77,70.29,39500.00,38000.00
'2020 Aug 27',164.40,69.39,32000.00,33600.00
'2020 Aug 28',163.92,69.34,26000.00,33800.00
'2020 Aug 29',162.93,69.48,24000.00,34100.00
'2020 Aug 30',161.72,69.12,22400.00,32400.00
'2020 Aug 31',160.38,69.24,21000.00,32900.00
'2020 Sep 01',159.19,69.14,33000.00,31400.00
'2020 Sep 02',159.93,68.63,37500.00,29100.00
'2020 Sep 03',160.72,68.47,28000.00,28000.00
'2020 Sep 04',160.66,68.21,20500.00,26700.00
'2020 Sep 05',159.74,68.31,20000.00,27100.00
'2020 Sep 06',158.61,68.52,17500.00,27600.00
'2020 Sep 07',157.10,68.43,18500.00,28200.00
'2020 Sep 08',155.99,68.53,21500.00,28100.00
'2020 Sep 09',155.04,68.66,20000.00,28600.00
'2020 Sep 10',154.53,68.37,19500.00,26900.00
'2020 Sep 11',154.45,67.93,22500.00,24400.00
'2020 Sep 12',155.02,67.68,22500.00,22400.00
'2020 Sep 13',155.27,67.70,21500.00,22300.00
'2020 Sep 14',155.48,67.67,23500.00,22200.00
'2020 Sep 15',155.47,68.09,26500.00,25600.00
'2020 Sep 16',155.58,68.40,20000.00,27100.00
'2020 Sep 17',156.07,68.57,37500.00,28000.00
'2020 Sep 18',157.58,68.46,38000.00,27300.00
'2020 Sep 19',159.10,68.32,37000.00,26600.00
'2020 Sep 20',160.17,68.11,31000.00,26200.00
'2020 Sep 21',160.70,68.25,27500.00,26000.00
'2020 Sep 22',160.66,68.33,24500.00,26500.00
'2020 Sep 23',160.40,68.36,24800.00,26800.00
'2020 Sep 24',159.93,68.42,22700.00,27000.00
'2020 Sep 25',159.30,68.48,23000.00,27300.00
'2020 Sep 26',159.23,68.29,25500.00,26400.00
'2020 Sep 27',159.76,68.00,27000.00,24600.00
'2020 Sep 28',160.38,67.84,28500.00,24400.00
'2020 Sep 29',161.85,67.44,30000.00,20400.00
'2020 Sep 30',163.41,66.42,28000.00,17800.00
'2020 Oct 01',165.19,65.87,27200.00,14900.00
'2020 Oct 02',166.76,66.08,27500.00,14700.00
'2020 Oct 03',168.50,66.02,30000.00,14500.00
'2020 Oct 04',169.70,66.45,30000.00,17500.00
'2020 Oct 05',170.76,67.45,39500.00,20600.00
'2020 Oct 06',171.30,67.88,28000.00,23700.00
'2020 Oct 07',171.52,67.71,25500.00,23600.00
'2020 Oct 08',171.78,67.78,26000.00,23600.00
'2020 Oct 09',172.08,67.84,26000.00,23500.00
'2020 Oct 10',172.17,67.81,23500.00,23500.00
'2020 Oct 11',172.13,67.94,21500.00,23500.00
'2020 Oct 12',171.92,67.84,21000.00,23500.00
'2020 Oct 13',171.73,67.89,20000.00,23600.00
'2020 Oct 14',171.45,67.87,19500.00,23600.00
'2020 Oct 15',171.17,67.93,20000.00,23700.00
'2020 Oct 16',171.32,67.62,22000.00,21800.00
'2020 Oct 17',171.71,67.52,23000.00,21600.00
'2020 Oct 18',172.27,67.07,23000.00,19900.00
'2020 Oct 19',172.90,65.54,23000.00,19500.00
'2020 Oct 20',173.20,67.43,21500.00,20600.00
'2020 Oct 21',173.39,67.41,20000.00,20600.00
'2020 Oct 22',173.52,67.41,19500.00,20600.00
'2020 Oct 23',173.64,67.34,19500.00,20500.00
'2020 Oct 24',173.88,65.95,18600.00,17800.00
'2020 Oct 25',174.25,65.66,17500.00,16500.00
'2020 Oct 26',174.48,65.86,16000.00,16500.00
'2020 Oct 27',174.52,65.92,15000.00,17100.00
'2020 Oct 28',174.58,65.79,14500.00,18300.00
'2020 Oct 29',174.57,65.86,14500.00,17700.00
'2020 Oct 30',174.28,65.43,13000.00,17700.00
'2020 Oct 31',174.35,65.55,13500.00,15900.00
'2020 Nov 01',174.26,65.20,13000.00,15900.00
'2020 Nov 02',174.18,65.07,13000.00,16400.00
'2020 Nov 03',174.25,65.72,13500.00,15400.00
'2020 Nov 04',174.31,65.51,13500.00,15200.00
'2020 Nov 05',174.27,65.43,13500.00,15800.00
'2020 Nov 06',174.29,65.49,13500.00,15800.00
'2020 Nov 07',174.29,65.71,13500.00,15200.00
'2020 Nov 08',174.22,66.10,12300.00,15300.00
'2020 Nov 09',174.08,65.42,12300.00,15600.00
'2020 Nov 10',173.99,65.52,12200.00,14600.00
'2020 Nov 11',173.97,65.17,11800.00,14100.00
'2020 Nov 12',173.87,65.59,11500.00,14100.00
'2020 Nov 13',173.80,65.64,10500.00,13500.00
'2020 Nov 14',173.86,65.18,10500.00,11600.00
'2020 Nov 15',173.90,65.29,10100.00,11600.00
'2020 Nov 16',173.78,65.12,9800.00,12200.00
'2020 Nov 17',173.75,65.10,9800.00,11600.00
'2020 Nov 18',173.80,65.48,9300.00,11700.00
'2020 Nov 19',173.80,65.32,9500.00,11100.00
'2020 Nov 20',173.74,64.95,8800.00,10700.00
'2020 Nov 21',173.79,64.94,8100.00,9440.00
'2020 Nov 22',173.78,64.83,7800.00,9440.00
'2020 Nov 23',173.70,65.11,6800.00,9440.00
'2020 Nov 24',173.68,65.10,6800.00,8850.00
'2020 Nov 25',173.75,65.11,6700.00,7610.00
'2020 Nov 26',173.71,65.37,6500.00,7640.00
'2020 Nov 27',173.76,65.44,6400.00,7630.00
'2020 Nov 28',173.79,64.88,6500.00,7580.00
'2020 Nov 29',173.86,65.02,6500.00,7550.00
'2020 Nov 30',173.79,64.88,6400.00,7500.00
'2020 Dec 01',173.86,64.97,6400.00,7080.00
'2020 Dec 02',173.82,65.34,6500.00,8200.00
'2020 Dec 03',173.83,65.34,6400.00,8180.00
'2020 Dec 04',173.94,65.43,6800.00,8200.00
'2020 Dec 05',173.99,65.43,6600.00,8200.00
'2020 Dec 06',174.06,65.59,7200.00,8210.00
'2020 Dec 07',174.15,65.42,7300.00,8490.00
'2020 Dec 08',174.27,65.33,7300.00,8670.00
'2020 Dec 09',174.29,65.66,7300.00,8810.00
'2020 Dec 10',174.32,65.61,7300.00,8850.00
'2020 Dec 11',174.36,65.42,7700.00,8870.00
'2020 Dec 12',174.42,65.50,7900.00,8960.00
'2020 Dec 13',174.30,64.49,7900.00,8900.00
'2020 Dec 14',174.09,64.45,7700.00,11500.00
'2020 Dec 15',173.87,64.75,8000.00,12200.00
'2020 Dec 16',173.59,64.79,7800.00,12900.00
'2020 Dec 17',173.54,64.82,7600.00,11800.00
'2020 Dec 18',173.55,65.35,7700.00,10700.00
'2020 Dec 19',173.72,65.08,7800.00,8860.00
'2020 Dec 20',173.85,65.04,7800.00,8860.00
'2020 Dec 21',173.33,65.34,7900.00,11200.00
'2020 Dec 22',173.73,65.23,7900.00,10700.00
'2020 Dec 23',173.80,64.64,7900.00,9980.00
'2020 Dec 24',173.78,64.99,7700.00,10000.00
'2020 Dec 25',173.81,65.25,7600.00,8810.00
'2020 Dec 26',173.86,65.16,7400.00,8200.00
'2020 Dec 27',173.77,64.77,7200.00,8180.00
'2020 Dec 28',173.66,64.80,6900.00,10000.00
'2020 Dec 29',173.55,65.12,6800.00,11200.00
'2020 Dec 30',173.20,65.62,7300.00,14200.00
'2020 Dec 31',172.81,65.52,7100.00,14500.00
'2021 Jan 01',172.88,65.03,7100.00,10100.00
'2021 Jan 02',173.02,64.95,7200.00,8240.00
'2021 Jan 03',173.05,64.85,7100.00,8220.00
'2021 Jan 04',172.91,64.80,6700.00,10100.00
'2021 Jan 05',172.63,65.08,6700.00,12500.00
'2021 Jan 06',172.26,65.96,7200.00,14200.00
'2021 Jan 07',171.63,65.26,7200.00,17900.00
'2021 Jan 08',171.10,65.39,6700.00,18000.00
'2021 Jan 09',170.69,65.05,8800.00,17900.00
'2021 Jan 10',170.75,65.00,8800.00,13300.00
'2021 Jan 11',170.59,65.61,8500.00,15800.00
'2021 Jan 12',170.53,65.48,8500.00,14700.00
'2021 Jan 13',170.51,65.59,8600.00,14100.00
'2021 Jan 14',170.51,65.41,8200.00,13200.00
'2021 Jan 15',170.37,65.63,7500.00,13300.00
'2021 Jan 16',170.17,65.09,7500.00,13200.00
'2021 Jan 17',170.08,65.31,7500.00,13300.00
'2021 Jan 18',169.88,65.47,7500.00,13300.00
'2021 Jan 19',169.82,65.36,7700.00,11400.00
'2021 Jan 20',169.89,64.86,7700.00,10700.00
'2021 Jan 21',169.94,64.24,7700.00,10000.00
'2021 Jan 22',169.92,65.38,7500.00,10100.00
